budget,genres,original_language,popularity,release_date,revenue
5700000,28,es,8.075698,2009,19300483
250000,53,en,4.281631,2013,56825
11000000,28,en,9.056173,2015,593683
1200000,35,en,6.486117,2055,7000000
6000000,28,en,0.651625,2000,9000000
8000000,18,ko,7.030308,2011,49000000
16000000,35,en,6.62363,2008,50007546
22531334.11,35,en,5.884228,2005,1919197
22531334.11,28,it,4.891638,2066,17277
35000000,28,en,7.759429,2012,2106557
23000000,18,en,5.307984,1996,12803305
20000000,18,en,14.753931,2008,41627431
22531334.11,18,en,9.732026,2017,923
37000000,35,en,7.387171,2001,165335153
12000000,18,en,4.926507,2006,6754898
3800000,18,de,10.083019,2007,17804565
325000,18,ta,0.867549,2016,1600000
2883848,35,en,11.845107,2059,25000000
800000,80,en,7.271526,2009,867714
116000000,28,en,7.240753,1997,178127760
20000000,35,en,5.762343,2003,132675402
21000000,18,en,5.484379,2011,970816
55000000,18,en,7.991168,2006,9450897
5000000,27,en,10.996308,2011,205703818
22531334.11,99,en,0.240888,2006,31894
44000000,80,en,9.198283,1996,165615285
31000000,80,en,10.163266,2000,68106245
22531334.11,18,nl,12.507625,2012,5475058
165000000,10751,en,13.697597,2012,471222889
50000000,16,en,7.579855,2014,151165787
190000000,12,en,22.296076,2015,209154322
22531334.11,18,ko,7.400261,2005,23803308
85000000,16,en,11.526339,2007,149044513
62000000,18,en,10.618141,1997,1060056
55000000,18,en,12.202063,1996,18626419
50000000,28,en,16.075615,2016,62788218
125000000,12,en,16.83711,2016,346864462
45000000,35,en,9.510762,2000,212000000
22531334.11,18,en,8.445423,2016,11472454
27000000,12,en,4.631978,2008,44352417
3000000,18,en,0.129004,2004,6804016
30000000,80,en,8.047735,2013,36894225
22531334.11,35,ru,0.796854,2016,4314688
70000000,12,en,11.898185,1998,218613188
11000000,28,en,4.890067,2001,23978402
22531334.11,14,ko,2.978534,2015,108083
13000000,18,en,14.017754,2016,3500605
13000000,80,en,8.611077,2013,68572378
15000000,53,en,14.421528,2016,108286421
22531334.11,18,en,2.616309,1991,524668
40000000,18,en,14.840318,2001,65754228
22531334.11,18,fr,8.98296,2011,20374201
22531334.11,18,en,4.337214,1992,17530973
40000000,28,en,12.637158,1993,176997168
2800000,10749,en,8.173864,1981,26279000
700000,99,en,0.712844,2009,1179676
3000000,27,en,1.017103,2007,1449945
22531334.11,99,fr,4.241058,2015,43471
32000000,12,en,13.332387,2013,57284237
24000000,10749,en,6.562982,2011,30551495
22531334.11,10751,en,5.385862,1985,7840873
270000000,12,en,13.284712,2006,391081192
46000000,28,en,7.420019,2000,107196498
25000000,35,en,11.746053,2012,119772232
60000000,28,en,8.259952,2011,78309131
30000000,18,en,6.212898,2010,102000000
13000000,35,fr,6.361343,2005,23727301
5000000,878,en,13.336773,2009,9760104
38000000,35,en,8.450799,2009,205298907
645180,18,en,5.841931,1989,14743391
250000,99,en,0.386717,2010,23859
22500000,10752,en,9.615664,2014,15520023
22531334.11,28,en,1.123409,2004,1100000
22531334.11,18,fr,5.483163,2010,62985
5200000,878,en,6.700173,1990,2459895
26000000,27,en,12.638573,2003,90426405
22531334.11,27,en,6.345885,1986,14481606
3500000,28,en,6.488277,2016,3775000
10000000,18,en,12.928712,2017,443684
2410000,28,en,9.110348,1985,10755447
22531334.11,18,en,7.089084,2011,34710627
18000000,35,en,7.69684,2014,25312387
22531334.11,18,en,2.821608,1988,8674093
5000000,35,en,0.619657,1970,3000000
5000000,18,en,7.007993,2010,5129058
22531334.11,14,en,5.695003,1992,30524763
60000000,28,en,8.905732,2009,87784194
22000000,18,en,10.77166,2007,413454
25000000,28,en,11.299673,1983,65884703
22531334.11,18,ru,0.66989,2015,80551
40000000,18,en,9.530278,2005,31670620
13000000,14,en,2.62835,1991,3752426
800000,18,en,2.46167,2065,6792000
22531334.11,99,en,3.191386,2014,7205
4361898,35,en,2.873356,2003,3031801
3500000,14,nb,6.097684,2010,4159678
116000000,18,en,9.86738,2004,102000000
22531334.11,35,en,4.619915,1995,442965
8000000,35,en,8.172013,2010,6491240
950000,18,en,9.62025,2005,7022209
5000000,35,ru,1.792402,2007,55635037
4200000,14,ru,8.803869,2004,32000000
50000000,14,en,10.337211,2013,224803475
35000000,878,en,11.736241,1990,57120318
210000,12,en,3.424057,2053,5000000
6000000,10752,en,13.293569,1982,1317657
4000000,16,ru,1.760091,2004,1730000
6000000,36,en,6.714577,1969,102308889
20000000,10751,en,5.990572,1993,153698625
6500000,27,en,23.242452,2014,255273813
3705538,10749,en,7.404329,1992,62548947
12000000,18,en,8.816951,1992,37170057
12000000,35,en,8.025118,2007,11293663
95000000,12,en,9.785895,2010,226497209
20000000,28,en,12.763976,2011,4634062
22531334.11,99,en,2.690008,2013,125
1752000,18,en,11.709777,2050,5000000
12000000,35,en,13.065315,2008,43493123
33000000,28,en,7.418574,2006,62022014
23000000,35,en,12.21459,2015,79799880
22531334.11,18,en,16.373622,2013,76586316
3000000,35,en,5.493697,1998,2807390
25000000,35,en,13.72021,1992,10736401
22531334.11,35,en,1.014961,1980,6321392
22531334.11,35,ru,0.318437,2010,10198357
22531334.11,35,en,2.903563,1988,401421
22531334.11,10752,es,33.536359,2017,5000000
5500000,18,hi,2.942711,2015,22159216
25000000,35,en,8.88057,2011,147780440
7000000,27,en,5.701278,2003,13818181
3000000,35,en,10.893224,2012,11947954
45000000,28,en,3.733574,1997,2154540
70000000,28,en,6.753746,2011,202466756
5000000,9648,en,10.510468,2009,38610009
65000000,28,en,0.948759,2012,240159255
650000,18,en,7.814255,2010,33245
72000000,18,en,11.211568,2002,408247917
18000000,10752,en,7.521346,1989,26828365
12000000,28,en,12.159818,2012,81272766
22531334.11,35,en,0.000844,1987,989000
22531334.11,99,en,6.94881,2011,286201
28000000,10749,en,7.954623,2016,16374328
22531334.11,35,en,0.950658,2003,320092
22531334.11,18,en,5.378833,2001,16017403
30000000,18,en,2.899809,1997,13130349
22531334.11,35,en,8.844452,2015,3214116
68000000,53,en,10.97633,1997,118063304
30000000,16,en,21.946943,1995,373554033
15000000,27,en,15.553313,2015,61548707
10000000,28,en,6.370105,2000,1631839
10000000,27,en,17.602928,2015,52882018
65000000,80,en,19.083823,2007,84785914
25000000,18,en,8.338562,2009,163670000
800000,18,en,11.84696,1984,14000000
22531334.11,99,en,0.075885,1990,269823
8000000,18,en,9.609879,2016,82703
22531334.11,28,en,9.442756,1982,21134374
130000000,878,en,10.747642,2013,243843127
22531334.11,18,ru,0.780748,2016,243000
18000000,28,fr,9.746725,2006,1831348
88000000,28,en,21.14796,2015,243637091
777000,18,en,8.152085,1971,2437000
42000000,18,en,8.371005,2002,63781810
2000000,35,en,3.3924,1994,2260622
12000000,18,fr,4.726238,2014,21026290
22531334.11,35,en,1.650666,2001,1079726
10000000,28,en,7.176601,1990,47410000
36000000,16,en,9.244469,2011,189712432
15000000,18,en,11.239012,2011,59389433
22531334.11,18,en,2.238458,1988,5979011
22531334.11,18,en,0.739681,2008,140987
850000,18,en,3.334942,2003,819939
14000000,18,en,8.093442,2015,16002420
22531334.11,16,en,5.769957,2010,7000000
4798235,27,en,9.336568,2011,209696
10000000,18,en,3.033797,2011,1759252
22531334.11,80,en,7.87202,2015,4719695
750000,80,ru,0.201582,2014,3
4000000,35,fr,5.099557,1997,29456000
22531334.11,35,en,9.904821,1991,36489888
22531334.11,35,en,5.966121,2016,1055287
20000000,14,en,10.038613,2009,51416464
22531334.11,53,en,6.231928,2013,519535
90000000,53,en,11.605735,2003,182290266
500000,18,en,0.482527,2006,500000
2500000,35,en,1.216497,2016,230069
145000000,14,en,12.256689,2014,609123048
22531334.11,18,en,0.779768,2013,1553826
30000000,80,en,8.040589,1993,135130999
22531334.11,18,en,4.548774,2011,22321
22531334.11,28,en,1.567626,1983,10676194
17500000,35,en,7.481125,2006,19179969
7000000,35,en,6.904831,1996,560069
75000000,28,en,8.940007,2005,142400065
27220000,53,en,12.388833,2013,5496951
22000000,18,en,11.275132,2010,9479718
1200000,16,en,8.471302,1983,760883
7000000,27,en,7.791952,1988,19595031
22531334.11,18,ja,7.074042,2013,19978961
6000000,28,en,12.457908,1999,30471
15000000,18,en,7.492658,2013,35485608
28000000,35,en,13.143061,2015,133346506
22531334.11,99,en,0.535931,2010,11000
2000000,35,en,11.276024,2007,22179430
70000000,28,en,3.062626,1999,11263966
22531334.11,12,en,8.948565,1988,239606210
22531334.11,10751,en,12.994387,2055,93600000
40000000,35,en,6.417385,2008,84601681
9100000,53,hi,4.23908,2008,76000000
450000,18,en,2.333661,2006,973525
22531334.11,18,en,2.605017,2017,6700
10500000,18,en,4.668541,1990,11582891
4000000,18,en,11.609441,2003,119723856
1000000,28,en,2.301183,1975,16000000
28000000,28,en,17.26045,2010,96188903
80000000,10752,zh,7.309903,2009,121059225
1300000,12,en,6.636872,2051,10750000
10000000,10752,en,0.524432,2003,25800
25000000,16,en,1.466461,1999,12000000
9000000,18,en,6.484495,1986,28607524
17000000,35,en,7.19669,2009,20455276
22531334.11,28,en,11.127884,2005,12382362
44500000,18,en,14.238234,2012,232324128
30000000,28,en,8.032638,1991,15556340
35000000,10752,en,8.155604,2016,23083334
22531334.11,18,en,6.549788,2017,3384747
22531334.11,80,en,5.086013,2013,1031243
31000000,35,en,5.418428,1990,53208180
1250000,18,en,8.731331,2045,11000000
45000000,28,en,6.84109,2005,92374674
12000000,27,en,6.140116,2008,40855419
22531334.11,53,en,6.851243,2013,102617
10000000,35,en,6.638116,1995,26488734
16000000,35,en,9.101896,2001,66468332
150000000,12,en,1.456541,2009,373062864
2000000,18,ru,0.570293,2005,696681
50000000,35,en,6.496271,2004,6808550
70000000,27,en,16.316318,2014,215529201
22531334.11,18,en,0.575656,1992,3206713
20000000,28,en,13.591485,2009,17280326
4520000,27,en,3.372304,1983,7175592
6000000,18,it,7.217205,2014,5809330
11000000,18,en,12.293202,2015,161789
40000000,10749,en,13.256679,2017,240978
50000000,878,en,17.126768,1992,159773545
22531334.11,18,en,7.601439,1998,1929168
15000000,18,en,3.550711,2000,9902115
73000000,80,en,11.604533,1998,103891409
14000000,35,en,8.30721,1993,154864401
50000000,18,en,9.930326,2003,38955598
19000000,27,en,10.187278,1999,40846082
30000000,878,en,11.589835,2009,210819611
18000000,18,en,6.303384,1984,11500000
22531334.11,18,en,10.107677,2004,3537961
891000,99,en,0.179246,1998,229000
43000000,18,en,10.536255,2000,80049764
55000000,28,en,15.178338,1995,127600435
662141,14,en,1.233446,2043,1606624
400000,18,en,0.218588,2001,43719
22531334.11,18,fr,4.071187,2055,460226
85000000,16,en,14.048694,1997,252712101
45000000,28,en,13.53003,2008,73762516
22531334.11,18,en,4.494016,2012,540152
22531334.11,12,en,2.738,1983,28400000
1800000,28,en,6.694959,1971,41158757
22531334.11,18,en,0.269126,1999,170832
260000000,28,en,39.186819,2017,604942143
15000000,35,en,9.895652,2008,34533783
3000000,16,ru,1.412333,2010,19010585
30000000,12,ja,7.554848,1999,133949270
7000000,18,en,11.789813,1979,200182160
30000000,18,en,4.655727,1993,13273595
22531334.11,10402,en,4.11326,2012,1697294
25000000,53,en,6.851628,1999,4152230
22531334.11,14,ja,8.271179,2008,30231200
17000000,28,en,5.772293,1989,78247647
4600000,36,hi,4.342418,2013,25000000
4500000,27,en,7.522655,1986,1261000
110000000,12,en,17.159576,1997,333011068
61000000,28,en,41.225769,2015,311256926
1000000,18,en,7.666558,2011,34522221
22531334.11,18,en,4.13905,1996,3692836
20000000,35,en,17.136672,1993,35739755
15000000,18,en,15.388875,2011,78054825
500000,80,en,0.321515,1997,10300
7000000,35,en,7.738924,2005,2697930
1400000,18,en,12.06308,2050,63463
22531334.11,28,cn,9.206356,1996,21890845
5000000,18,en,1.564774,1998,4710749
20000000,10402,en,9.502332,2004,11341016
22531334.11,28,ko,1.322781,2012,1261947
22000000,28,en,13.966833,1977,12000000
18000000,10749,hi,4.19356,2013,62000000
12500000,35,en,9.543004,2014,49002684
22531334.11,35,en,1.773963,2007,83398
20000000,27,en,1.057387,1982,8178569
4000000,9648,en,12.410427,2059,13275000
14000000,18,fr,5.355452,1981,35856053
360000,28,en,1.345165,2067,36000000
25000000,12,en,10.932786,1985,15502112
48000000,14,en,8.781588,2000,90383208
16400000,18,en,19.905716,1989,235860116
18000000,35,en,11.720358,1994,5887457
22531334.11,53,en,8.513889,2049,596349
700000,99,en,9.47666,1994,7830611
2000000,27,es,8.367858,2012,58510
20000000,18,en,11.11946,2010,24145613
15000000,18,en,12.860385,1996,24769466
10000000,878,en,7.676017,2010,66821036
185000000,18,en,123.167259,2008,1004558444
28000000,35,en,5.715737,2001,77516304
20000000,80,en,9.059459,1989,7237794
1900000,35,pt,1.075939,2000,2070806
25000000,18,en,8.383246,2015,24902723
8500000,18,en,10.990614,2014,770706
60000,27,en,14.838386,1999,248000000
180000,18,fa,7.523517,1997,900000
16000000,35,en,3.859495,1995,81452156
11000000,80,en,7.715908,2001,13276953
22531334.11,18,en,0.000308,1985,1878561
2153912,35,ru,0.334881,2014,4864560
60000000,28,en,11.131917,1997,159330280
3000000,37,en,6.09018,2048,9012000
22531334.11,18,en,1.437622,1993,1718328
41000000,35,en,12.929653,2009,91636986
22531334.11,35,fr,0.326486,1972,457163
22531334.11,28,en,10.001517,2014,5240
7000000,80,en,12.61469,1996,60611975
20000000,35,en,0.69162,1981,2297493
5000000,10770,en,5.147819,1996,42000000
521873,53,hi,1.668794,2016,1013926
34000000,28,en,228.032744,2017,224511319
22531334.11,28,fr,6.586401,1990,5000000
22531334.11,18,en,5.860319,1992,21621000
50000000,18,en,10.563152,2011,120081841
20000000,53,en,18.006896,2007,117760134
22531334.11,18,en,9.968395,1992,7286388
22531334.11,99,fr,1.784682,2013,7424
22531334.11,80,en,2.083318,1988,64227
3837625,35,en,0.749665,2010,3867000
42000000,14,en,10.174298,2011,89162162
22531334.11,18,en,1.210627,1985,7218340
22531334.11,37,en,10.847383,2059,5800000
20000000,35,en,4.444724,2003,17432163
120000000,35,en,5.458387,2010,48668907
45000000,10749,en,9.875573,2005,56070433
15000000,28,en,7.390012,1986,42724017
1000000,27,en,6.107378,2014,9318
50000000,9648,en,6.572049,2005,8342132
22531334.11,28,en,11.485473,2003,101191884
5000000,35,en,1.629796,1982,2091037
152000000,18,en,146.161786,2017,369907963
22531334.11,18,es,5.435993,2009,5101756
120000000,28,en,10.246549,2014,242688965
3347850,35,it,2.906503,2011,1248748
4437508,18,hi,3.779077,2012,2804874
22531334.11,35,en,5.773277,1985,85313124
94000000,28,en,5.310558,2001,54744738
40000000,28,en,9.832342,2011,51070807
120000000,28,en,17.246484,2015,167977596
22531334.11,18,en,9.590695,1974,27634716
45000000,35,en,7.288046,2003,124914842
14000000,28,en,6.892056,1991,39673161
8000000,35,en,11.23915,2009,10848783
10000000,80,en,6.452069,2011,3665069
5200000,18,hi,1.891138,1998,13000000
4000000,9648,es,10.067238,2017,1440000
3900000,18,ta,0.562097,2000,4900000
5500000,35,hi,1.250293,2013,47000000
25000000,14,fr,6.710598,2010,34100000
40000000,12,en,13.043999,1990,244527583
63000000,12,en,8.863776,1993,920100000
5000000,18,en,5.957998,2016,23507567
2000000,18,en,2.812182,2004,120620
22531334.11,35,en,9.64078,1992,46434570
38000000,35,en,6.456233,1997,122417389
22531334.11,35,en,5.66966,1979,26079312
15000000,28,en,1.158196,2001,163169
30000000,14,en,9.128905,1997,25480490
48000000,12,en,7.198455,1993,20915465
50000000,18,en,17.887943,2014,83719388
6400000,28,en,19.293562,1984,78371200
750000,18,en,1.500013,2005,4000000
9000000,99,en,9.202416,2011,18663238
22531334.11,28,en,2.033354,2008,666045
5000000,18,fr,4.206655,2015,26144
1000000,35,zh,2.709403,1993,6933459
17820000,35,fr,9.482248,2004,14054361
50000000,28,en,12.508518,1994,16671505
22531334.11,18,ro,1.812899,2010,20666
2,53,en,2.466066,1995,1
14000000,14,en,0.964715,2007,9216
22531334.11,28,cn,1.528202,2016,88658655
1300000,18,vi,0.044561,2006,639000
22531334.11,35,en,3.367276,1995,718490
130000000,28,en,14.89499,2012,276572938
290000,12,en,0.140491,2028,596000
190000000,28,en,27.275687,2015,1506249360
2600000,37,en,13.233262,1974,119500000
250000,35,en,8.168456,2021,2500000
3000000,18,en,8.851646,2057,27200000
22531334.11,18,en,4.290624,2009,14631377
22531334.11,10749,hi,0.371679,2001,1486992
22531334.11,35,en,2.345336,1990,8533973
16000000,27,en,7.108555,2009,76514050
22531334.11,12,en,11.443544,2006,7900000
22531334.11,18,en,11.002046,1995,7025496
13400000,28,en,1.223071,2010,16700000
65000000,12,en,17.015539,1995,262797249
22531334.11,27,en,10.752519,2016,1133031
35000000,27,en,7.79014,2001,74558115
5000000,80,en,14.970485,2013,9114264
1070000,35,en,0.170074,1998,570000
3000000,99,en,2.850011,2002,13308
35000000,28,en,6.966505,2014,17508518
14600000,10749,en,12.989627,1993,70906973
5000000,18,en,12.158424,2000,110000000
18000000,16,fr,6.971611,2010,5602431
6000000,18,fr,11.186981,2016,1305195
97000000,28,en,54.581997,2017,616801808
11000000,10749,en,10.3919,1993,10032765
22531334.11,99,en,0.626528,2008,268431
22531334.11,35,en,1.53188,1999,94633
22531334.11,18,en,4.782755,2006,382267
11000000,27,en,23.37742,1979,104931801
2500000,27,en,11.591462,2063,11403529
5000000,28,en,5.830675,1981,19905359
2159280,18,pl,8.651053,2013,15298355
7000000,35,en,5.552946,1995,8349430
22531334.11,18,hu,7.970312,2000,25461
10831173,18,en,4.480723,2011,10654385
13360000,35,it,8.717661,2015,2000000
55000000,28,en,13.776068,2013,95000000
20000000,18,en,9.188583,2015,208588
5000000,27,en,6.370495,1983,34725000
22531334.11,18,sv,14.38601,2009,66995253
5,18,en,0.00188,1999,135
3500000,35,en,0.556435,1998,9247881
30000000,35,en,10.596719,2005,42886719
2500,18,en,0.404753,2007,15425
3800000,28,en,8.070589,2048,4307000
22531334.11,28,en,10.274376,1990,33461269
14000000,18,en,5.113573,2011,46495
4000000,27,sv,7.274237,2008,10785801
22531334.11,99,en,1.512013,2002,217201
135000000,28,en,11.72545,2006,163794509
22531334.11,18,fr,5.337351,2012,2293798
200000000,28,en,20.818907,2003,435000000
22531334.11,35,en,11.106754,1985,14393902
22531334.11,35,cn,5.917685,2008,47301471
2700000,18,it,0.677253,1994,4635143
48000000,53,en,8.338222,2000,207515725
22531334.11,99,en,6.328119,2012,288312
2000000,35,it,1.188935,2003,33700
120000000,12,en,14.072511,2002,649398328
22531334.11,18,ru,0.518078,2002,314195
500000,18,en,2.317528,2007,220151
22531334.11,99,es,0.525869,2002,62153
4000000,18,en,5.681582,1986,2826523
1500000,35,en,8.708789,2007,173066
19000000,10752,en,2.824367,2064,4750000
22531334.11,27,en,5.79907,1990,5765562
6000000,28,en,4.619068,1990,24078196
22531334.11,35,ja,0.418197,2005,33053559
50000000,80,en,9.645801,2002,56714147
22531334.11,35,en,6.653254,2007,19776159
70000000,35,en,8.919469,1999,309457509
6500000,35,ru,0.877477,2011,9816332
1250000,18,fr,12.74564,1972,36144000
22531334.11,28,ko,3.631863,2015,1200627
22531334.11,18,en,1.298224,1993,102780
3000000,28,en,8.733192,1988,7282851
60000000,28,en,7.094624,2008,73174566
30000000,53,en,11.552956,2005,35294470
200000000,12,en,13.67812,2008,586090727
22531334.11,99,en,1.655202,2006,138913
130000000,28,en,12.204174,2014,117831631
15000000,35,en,9.747452,2009,6405245
22531334.11,28,en,9.987072,1983,27900000
22531334.11,35,da,1.907938,1999,5405313
9000000,35,en,1.494688,2005,1046166
1500000,28,en,6.939994,1989,14697005
4000000,18,nl,3.92107,2008,530048
22531334.11,35,en,0.540436,1995,209935
17000000,18,en,12.494394,2064,72070731
3230939,28,ta,1.937874,2009,18000000
22531334.11,35,en,6.741159,2006,6538177
14000000,27,en,12.243528,2000,38574362
22531334.11,28,en,3.928278,2002,3090862
22531334.11,35,en,11.266569,1987,50504655
9000000,35,en,9.51953,2016,18803648
16000000,12,en,6.493474,2007,24377151
170000000,12,en,21.259,2010,400062763
22531334.11,80,it,4.67525,2000,1805884
1549000,28,cn,4.331811,2005,7096000
12000000,99,en,8.960713,2012,32726956
6500000,18,en,2.12989,1981,566736
170000000,28,en,18.717704,2014,714766572
50000000,35,en,9.35239,2005,66002004
3700000,80,en,13.505066,2006,3338228
22531334.11,9648,en,7.65458,2004,181466833
19000000,9648,en,14.9837,2016,85241496
125000000,53,en,33.704935,2017,407778013
22531334.11,18,en,7.444848,1990,17037887
108000000,18,en,25.62993,2015,630161890
10000000,28,en,7.873018,1970,100489151
8000000,80,en,2.404818,1991,10400000
37000000,35,en,16.414239,1989,215394738
17000000,35,en,6.815147,1988,10006806
22531334.11,28,zh,14.164519,2013,72287783
22531334.11,80,en,0.229233,2007,1
80000000,16,en,13.666488,2003,68514844
5000000,35,en,3.007842,2003,742898
19800000,18,en,11.313659,2014,41296320
8000000,18,en,3.851653,2014,53086
40000000,18,en,16.478036,2013,251171807
210000000,12,en,0.867943,2006,459359555
22531334.11,18,en,6.175627,1990,20240128
22531334.11,28,en,5.279919,1975,20642922
30000000,16,ja,7.857666,2013,17137302
12000000,9648,en,5.799628,2003,23
22531334.11,18,es,6.715019,1997,1535558
15000000,18,en,11.440948,2011,133432856
7000000,10749,en,4.955317,2015,573335
2300000,10402,en,2.01799,2051,11000000
20000000,18,en,11.069679,2008,13204291
22531334.11,27,ru,0.217441,2014,320395
5000000,18,en,0.889745,1987,125400
15000000,35,en,9.288013,2009,40105542
12000,27,en,5.738871,1972,6000000
22531334.11,16,en,2.03644,1985,849915
700000,18,en,8.407369,2058,3000000
35000000,18,en,8.33756,2008,69823199
7000000,18,en,7.523098,2005,54600000
22531334.11,28,en,2.115753,1990,6488144
22531334.11,18,en,2.06066,2005,355962
105000000,12,en,13.99377,2008,266000000
22531334.11,35,en,0.100465,2001,251058
80000000,28,en,11.35779,2008,230685453
3000000,18,sv,0.702712,2010,4800080
22531334.11,35,en,9.296024,1987,49998613
22531334.11,9648,en,6.073468,1991,15429177
22531334.11,53,en,7.597475,2014,200406
48000000,35,en,6.74468,2010,112462508
30000000,12,en,12.840798,1985,152427960
22531334.11,28,en,6.122067,1997,1179002
180000000,12,en,11.481379,2007,372234864
22531334.11,99,en,0.077653,2011,67821
22531334.11,18,es,7.131568,2010,25147786
6500000,10749,en,4.136105,2004,1548955
56000000,18,en,5.374563,2003,12923936
22531334.11,35,fr,2.156134,2012,3462
12000000,35,en,16.415498,1997,39673162
592,10749,en,0.286719,2025,1
22531334.11,99,en,3.267026,2011,15240456
22531334.11,18,en,4.010441,2006,2043704
12000000,878,en,9.363482,2015,32248241
5000000,27,en,8.898523,2014,86362372
31115000,18,en,8.591238,2063,71000000
22531334.11,35,en,1.218763,2005,6000000
65000000,35,en,9.170332,2008,415252786
22531334.11,35,en,0.009961,1992,311245
28000000,12,en,9.765123,1981,195312802
26400000,28,ta,4.330396,2010,62000000
25000000,27,en,11.872997,2006,117719158
28000000,18,en,8.808328,2013,1749201
65000000,9648,en,13.268484,1999,162091208
22531334.11,35,en,3.743212,1995,50892160
22531334.11,14,en,5.426921,2012,51854875
175000000,14,en,9.156877,2007,173000000
83000000,878,en,6.053595,2000,59468275
40000000,35,en,10.395472,2014,123494610
28000000,10402,en,13.162168,1998,14051384
10000000,35,en,5.402262,1991,25196249
20000000,18,en,12.392754,2008,20211394
1500000,28,en,6.241185,1984,22812411
30000000,28,en,5.188399,1995,24048000
22531334.11,9648,en,7.834161,2015,1100000
1000000,80,en,2.392367,2006,10018
40000000,35,en,7.15606,2004,26155781
22531334.11,18,en,7.798615,1981,20471382
1500000,18,en,4.173231,2005,712294
22531334.11,35,en,8.471415,2013,4069826
25000000,18,en,1.862215,2009,20719451
22531334.11,35,hi,1.479018,2006,204
5000000,18,en,8.966129,2016,6700000
35000000,28,en,10.08043,2008,85416905
22531334.11,18,es,8.164312,2001,2628241
22531334.11,18,en,1.655794,2012,14836
6500000,27,en,9.3806,1980,31899000
22531334.11,18,en,4.322544,1994,50021959
40000000,18,en,12.330249,1992,243240178
855000,53,en,1.121417,2043,1200000
42000000,18,en,14.007329,1990,119946358
4000000,28,en,0.737602,1995,389503
500000,35,en,1.946823,2012,500000
24000000,18,en,9.526781,1999,88545092
22531334.11,99,en,2.065029,2010,35456
22531334.11,18,en,5.244654,2006,42647449
28000000,35,en,8.318954,1988,103173635
22531334.11,18,fr,0.35233,2002,7406
9000000,28,en,15.236541,1985,7936012
22531334.11,28,en,9.609726,2013,11650
58000000,10402,en,9.508061,1984,25928721
85000000,28,en,8.338675,2012,208076205
22531334.11,10749,en,7.745083,2013,343341
8500000,28,en,6.911759,2014,7500000
9000000,80,en,0.941383,1984,10364904
120000000,28,en,3.918287,2013,415440673
5952000,27,en,7.945039,1983,2120439
2300000,18,en,4.806374,1979,20000000
2000000,35,ru,0.74156,2011,393816
80000000,28,en,10.385757,2016,52099090
10000000,35,en,1.192891,2009,9069
40000000,80,en,9.800232,2000,30199105
11715578,18,cn,6.004257,2008,21888598
10000000,18,en,5.872794,2011,4417580
22531334.11,18,en,3.199976,1993,23042200
54000000,28,en,10.301621,1980,190458706
22531334.11,18,en,1.881932,1994,4176932
70000000,35,en,9.756289,2008,225990978
1379375,18,ro,2.214179,2015,105097
40000000,28,en,11.690781,2010,357852395
22531334.11,35,hi,5.584308,2003,13200241
10000000,35,en,5.611184,1988,21486757
1900000,80,hi,2.004745,2005,5900000
5000000,27,en,6.199806,1988,17768757
37000000,28,en,3.742824,1997,6482195
4000000,28,ta,0.372987,2011,6000000
22531334.11,53,en,6.0955,2014,4571025
67000000,28,en,11.845918,1996,47267001
65000000,28,en,13.257467,2015,235666219
50000000,28,en,18.022579,2016,69411370
19000000,35,en,4.347079,1997,44332015
60000000,80,en,13.469862,2003,119940815
27000000,9648,en,12.851984,1998,27200316
22531334.11,35,en,0.43491,1978,16928137
22531334.11,28,en,8.500628,1991,1250712
10000000,27,en,10.414363,2001,59217789
35000000,878,en,13.495247,1998,19165560
80000000,878,en,5.228837,2007,15071514
4000000,28,en,2.148655,2002,18591272
22531334.11,10751,en,12.140733,1995,11348324
1114000,18,en,2.886254,2033,2610000
22531334.11,53,ru,1.592152,2007,121129
5000000,28,ru,0.191539,2002,340312
5000000,18,en,0.011574,1989,8153677
30000000,878,en,12.308007,1989,70200000
45000000,35,en,10.869056,2001,141220678
22531334.11,18,en,0.444226,1998,100544
100000000,80,en,16.382422,2013,392000694
40000000,28,en,6.715263,2010,136000000
25000000,18,en,51.645403,1994,28341469
15000000,18,en,7.06378,2012,8138788
170000000,28,en,53.291601,2014,773328629
35000000,35,en,7.102076,2007,69307224
22531334.11,35,en,5.993691,2007,5741608
22531334.11,18,en,18.577504,2016,260354
42000000,28,en,10.528173,2012,46221189
22531334.11,35,en,5.32553,2003,7897645
20000000,28,en,10.044642,2009,34560577
3196621,35,de,6.704659,2015,25513752
1000000,28,en,7.314536,1985,10499694
440141,18,te,0.815203,2007,2640850
18000000,18,en,8.868558,1980,23000000
13000000,18,en,14.310479,1990,35763605
1200000,35,en,8.699428,1975,112892319
2000000,18,en,0.632261,2038,4000000
4,18,en,1.914697,2032,25
22531334.11,80,en,7.655603,2006,15309302
32000000,18,en,5.575992,1996,152036382
207000000,12,en,19.761164,2005,550000000
52000000,18,en,18.761467,1995,355237933
120000,9648,ml,0.485424,2012,130000
15000000,80,en,11.672701,1987,43848069
25000000,18,en,4.439325,2002,10113733
22531334.11,80,en,9.04083,2007,9234510
22531334.11,35,en,5.121894,2016,262921
60000000,28,en,0.452934,2010,300228084
8000000,35,en,12.357072,2009,29010817
130000000,12,en,19.201504,2011,371940071
75000000,28,en,11.34706,2002,114660784
2627000,18,en,0.662665,2044,5363000
